MarketCode,year_month,AdvParentCode,PCCSubCode,spend_total,units_total,n_spots
100,2018-01,11440,F221,0.00,12,12
100,2018-01,11440,F222,0.00,58,58
100,2018-01,14842,F221,0.00,77,77
100,2018-01,14842,F222,145.00,84,84
100,2018-01,1809,F223,314.00,23,23
100,2018-01,1809,F224,301.00,106,106
100,2018-01,2531252,F221,0.00,15,15
100,2018-01,2531252,F222,0.00,3,3
101,2018-01,11440,F221,0.00,38,38
101,2018-01,11440,F222,0.00,356,356
101,2018-01,14842,F221,3792.00,209,209
101,2018-01,14842,F222,20690.00,135,135
101,2018-01,1809,F172,0.00,45,45
101,2018-01,1809,F223,26274.00,67,67
101,2018-01,1809,F224,24628.00,122,122
101,2018-01,2531252,F221,0.00,46,46
101,2018-01,2531252,F222,0.00,3,3
102,2018-01,11440,F222,0.00,60,60
102,2018-01,14842,F221,0.00,67,67
102,2018-01,14842,F222,226.00,99,99
102,2018-01,1809,F223,21.00,20,20
102,2018-01,1809,F224,16.00,65,65
102,2018-01,2531252,F221,0.00,15,15
102,2018-01,2531252,F222,0.00,4,4
103,2018-01,11440,F221,0.00,12,12
103,2018-01,11440,F222,0.00,48,48
103,2018-01,14842,F221,0.00,56,56
103,2018-01,14842,F222,0.00,102,102
103,2018-01,1809,F223,0.00,17,17
103,2018-01,1809,F224,0.00,72,72
103,2018-01,2531252,F221,0.00,11,11
103,2018-01,2531252,F222,0.00,2,2
104,2018-01,11440,F221,11578.00,81,81
104,2018-01,11440,F222,4818.00,74,74
104,2018-01,14842,F221,0.00,115,115
104,2018-01,14842,F222,6537.00,145,145
104,2018-01,1809,F223,5494.00,36,36
104,2018-01,1809,F224,8291.00,134,134
104,2018-01,2531252,F221,0.00,26,26
104,2018-01,2531252,F222,0.00,4,4
105,2018-01,11440,F221,0.00,23,23
105,2018-01,11440,F222,0.00,80,80
105,2018-01,14842,F221,0.00,142,142
105,2018-01,14842,F222,754.00,137,137
105,2018-01,1809,F223,2072.00,37,37
105,2018-01,1809,F224,4259.00,135,135
105,2018-01,2531252,F221,0.00,49,49
105,2018-01,2531252,F222,0.00,4,4
106,2018-01,1063621,F223,0.00,2,2
106,2018-01,11440,F221,0.00,14,14
106,2018-01,11440,F222,0.00,249,249
106,2018-01,128192,F330,0.00,6,6
106,2018-01,14842,F221,12722.00,166,166
106,2018-01,14842,F222,19517.00,136,136
106,2018-01,1809,F172,0.00,24,24
106,2018-01,1809,F223,2395.00,50,50
106,2018-01,1809,F224,10089.00,160,160
106,2018-01,2531252,F221,0.00,53,53
106,2018-01,2531252,F222,0.00,5,5
107,2018-01,11440,F221,0.00,15,15
107,2018-01,11440,F222,0.00,72,72
107,2018-01,14842,F221,0.00,79,79
107,2018-01,14842,F222,393.00,126,126
107,2018-01,1809,F172,0.00,7,7
107,2018-01,1809,F223,3.00,15,15
107,2018-01,1809,F224,554.00,92,92
107,2018-01,2531252,F221,0.00,16,16
107,2018-01,2531252,F222,0.00,4,4
108,2018-01,11440,F221,0.00,31,31
108,2018-01,11440,F222,0.00,71,71
108,2018-01,14842,F221,0.00,117,117
108,2018-01,14842,F222,4310.00,139,139
108,2018-01,1809,F172,0.00,2,2
108,2018-01,1809,F223,414.00,30,30
108,2018-01,1809,F224,1933.00,127,127
108,2018-01,2165817,F224,0.00,6,6
108,2018-01,2531252,F221,0.00,47,47
108,2018-01,2531252,F222,0.00,4,4
