MarketCode,year_month,AdvParentCode,PCCSubCode,spend_total,units_total,n_spots
100,2018-12,14842,F221,0.00,1,1
100,2018-12,14842,F222,0.00,2,2
100,2018-12,1809,F223,0.00,4,4
101,2018-12,128192,F330,0.00,3,3
101,2018-12,14842,F221,0.00,1,1
101,2018-12,14842,F222,0.00,3,3
101,2018-12,14842,F224,0.00,1,1
101,2018-12,1809,F223,1158.00,9,9
101,2018-12,2531252,F221,2150.00,4,4
102,2018-12,14842,F224,0.00,1,1
102,2018-12,1809,F223,0.00,4,4
102,2018-12,2531252,F221,0.00,3,3
103,2018-12,14842,F222,0.00,2,2
103,2018-12,1809,F223,0.00,2,2
103,2018-12,2531252,F221,0.00,3,3
104,2018-12,11440,F221,0.00,1,1
104,2018-12,128192,F330,0.00,3,3
104,2018-12,14842,F221,0.00,1,1
104,2018-12,14842,F222,0.00,12,12
104,2018-12,14842,F224,0.00,1,1
104,2018-12,1809,F223,307.00,6,6
104,2018-12,2531252,F221,0.00,3,3
105,2018-12,14842,F221,0.00,1,1
105,2018-12,14842,F222,0.00,2,2
105,2018-12,14842,F224,0.00,1,1
105,2018-12,1809,F223,280.00,7,7
105,2018-12,2531252,F221,0.00,3,3
106,2018-12,128192,F330,0.00,1,1
106,2018-12,14842,F221,0.00,1,1
106,2018-12,14842,F222,0.00,2,2
106,2018-12,14842,F224,0.00,1,1
106,2018-12,1809,F223,325.00,7,7
106,2018-12,2531252,F221,0.00,3,3
107,2018-12,14842,F221,0.00,1,1
107,2018-12,14842,F222,0.00,1,1
107,2018-12,14842,F224,0.00,1,1
107,2018-12,1809,F223,0.00,2,2
107,2018-12,2531252,F221,0.00,3,3
108,2018-12,128192,F330,0.00,3,3
108,2018-12,14842,F221,0.00,2,2
108,2018-12,14842,F222,0.00,2,2
108,2018-12,1809,F223,175.00,7,7
108,2018-12,2531252,F221,0.00,3,3
109,2018-12,14842,F221,0.00,1,1
109,2018-12,14842,F222,0.00,1,1
109,2018-12,14842,F224,0.00,1,1
109,2018-12,1809,F223,0.00,5,5
109,2018-12,2531252,F221,0.00,3,3
110,2018-12,14842,F221,0.00,3,3
110,2018-12,14842,F222,0.00,3,3
110,2018-12,14842,F224,0.00,1,1
110,2018-12,1809,F223,0.00,4,4
110,2018-12,2531252,F221,0.00,2,2
111,2018-12,128192,F330,0.00,3,3
111,2018-12,14842,F221,0.00,2,2
111,2018-12,14842,F222,0.00,2,2
111,2018-12,14842,F224,0.00,1,1
111,2018-12,1809,F223,1062.00,8,8
111,2018-12,2531252,F221,0.00,3,3
112,2018-12,14842,F221,0.00,2,2
112,2018-12,14842,F222,0.00,2,2
112,2018-12,14842,F224,0.00,1,1
112,2018-12,1809,F223,0.00,6,6
112,2018-12,2531252,F221,0.00,3,3
113,2018-12,14842,F221,0.00,1,1
113,2018-12,14842,F222,0.00,1,1
113,2018-12,14842,F224,0.00,1,1
113,2018-12,1809,F223,0.00,5,5
113,2018-12,2531252,F221,0.00,3,3
114,2018-12,14842,F222,0.00,1,1
114,2018-12,1809,F223,0.00,5,5
114,2018-12,2531252,F221,0.00,3,3
115,2018-12,11440,F221,0.00,5,5
115,2018-12,128192,F330,0.00,3,3
115,2018-12,14842,F221,0.00,1,1
115,2018-12,14842,F222,0.00,1,1
115,2018-12,1809,F223,160.00,6,6
115,2018-12,2531252,F221,0.00,4,4
116,2018-12,14842,F221,0.00,1,1
116,2018-12,14842,F222,0.00,1,1
116,2018-12,14842,F224,0.00,1,1
116,2018-12,1809,F223,0.00,6,6
116,2018-12,2531252,F221,0.00,3,3
117,2018-12,14842,F221,0.00,2,2
117,2018-12,14842,F222,0.00,2,2
117,2018-12,1809,F223,60.00,7,7
117,2018-12,2531252,F221,0.00,3,3
118,2018-12,14842,F221,0.00,1,1
118,2018-12,14842,F222,0.00,2,2
118,2018-12,14842,F224,0.00,1,1
118,2018-12,1809,F172,0.00,1,1
118,2018-12,1809,F223,0.00,5,5
118,2018-12,2531252,F221,0.00,3,3
119,2018-12,14842,F221,0.00,1,1
119,2018-12,14842,F222,0.00,1,1
119,2018-12,14842,F224,0.00,1,1
119,2018-12,1809,F223,0.00,4,4
119,2018-12,2531252,F221,0.00,3,3
120,2018-12,14842,F221,0.00,1,1
120,2018-12,14842,F222,0.00,1,1
120,2018-12,14842,F224,0.00,1,1
120,2018-12,1809,F223,27.00,6,6
120,2018-12,2531252,F221,0.00,3,3
121,2018-12,14842,F221,0.00,3,3
121,2018-12,14842,F222,0.00,1,1
121,2018-12,14842,F224,0.00,1,1
121,2018-12,1809,F223,38.00,5,5
121,2018-12,2531252,F221,27.00,4,4
122,2018-12,14842,F221,0.00,1,1
122,2018-12,14842,F222,0.00,1,1
122,2018-12,14842,F224,0.00,1,1
122,2018-12,1809,F223,0.00,5,5
122,2018-12,2531252,F221,0.00,3,3
123,2018-12,14842,F221,0.00,2,2
123,2018-12,14842,F222,0.00,2,2
123,2018-12,14842,F224,0.00,1,1
123,2018-12,1809,F223,36.00,5,5
123,2018-12,2531252,F221,0.00,3,3
124,2018-12,11440,F221,0.00,8,8
124,2018-12,14842,F221,0.00,5,5
124,2018-12,14842,F222,0.00,2,2
124,2018-12,14842,F224,0.00,1,1
124,2018-12,1809,F223,0.00,1,1
124,2018-12,2531252,F221,0.00,5,5
125,2018-12,14842,F221,0.00,1,1
125,2018-12,14842,F222,0.00,1,1
125,2018-12,1809,F223,77.00,2,2
125,2018-12,2531252,F221,0.00,3,3
126,2018-12,14842,F221,0.00,1,1
126,2018-12,14842,F224,0.00,1,1
126,2018-12,1809,F223,3.00,4,4
126,2018-12,2531252,F221,0.00,3,3
127,2018-12,14842,F221,0.00,2,2
127,2018-12,14842,F222,0.00,4,4
127,2018-12,14842,F224,0.00,1,1
127,2018-12,1809,F223,735.00,6,6
127,2018-12,2531252,F221,0.00,5,5
128,2018-12,14842,F221,0.00,1,1
128,2018-12,14842,F222,0.00,2,2
128,2018-12,14842,F224,0.00,1,1
128,2018-12,1809,F172,0.00,3,3
128,2018-12,1809,F223,35.00,3,3
128,2018-12,2531252,F221,0.00,4,4
129,2018-12,11440,F221,32.00,1,1
129,2018-12,14842,F221,0.00,2,2
129,2018-12,14842,F222,0.00,2,2
129,2018-12,14842,F224,0.00,1,1
129,2018-12,1809,F172,146.00,2,2
129,2018-12,1809,F223,321.00,3,3
129,2018-12,2531252,F221,0.00,2,2
130,2018-12,14842,F221,0.00,1,1
130,2018-12,14842,F222,0.00,1,1
130,2018-12,14842,F224,0.00,1,1
130,2018-12,1809,F223,30.00,5,5
130,2018-12,2531252,F221,0.00,3,3
131,2018-12,14842,F221,0.00,2,2
131,2018-12,14842,F222,0.00,2,2
131,2018-12,14842,F224,0.00,1,1
131,2018-12,1809,F223,0.00,3,3
131,2018-12,2531252,F221,0.00,3,3
132,2018-12,14842,F221,0.00,2,2
132,2018-12,14842,F222,0.00,2,2
132,2018-12,14842,F224,0.00,1,1
132,2018-12,1809,F223,0.00,4,4
132,2018-12,2531252,F221,0.00,3,3
133,2018-12,128192,F330,0.00,1,1
133,2018-12,14842,F221,0.00,2,2
133,2018-12,14842,F222,0.00,2,2
133,2018-12,14842,F224,0.00,1,1
133,2018-12,1809,F172,0.00,1,1
133,2018-12,1809,F223,9.00,5,5
133,2018-12,2531252,F221,178.00,3,3
134,2018-12,14842,F221,0.00,1,1
135,2018-12,11440,F221,0.00,5,5
135,2018-12,128192,F330,0.00,2,2
135,2018-12,14842,F221,852.00,115,115
135,2018-12,14842,F222,0.00,2,2
135,2018-12,1809,F223,184.00,5,5
135,2018-12,2531252,F221,0.00,4,4
