BrandCode,BrandDesc,BrandVariant,AdvParentCode,AdvSubsidCode,PCCSubCode,ProductID,AdvParentDesc,kw_label,PCCSubDesc
2117302,CENTERS FOR NEW HORIZONS EMPLOYMENT RECRUITMENT,CENTERS FOR NEW HORIZONS EMPLOYMENT RECRUITMENT,691497,691497,B720,529,CENTERS FOR NEW HORIZONS INC,horizon,EMPLOYMENT RECRUITMENT
2371578,OUTLET SHOPPES AT EL PASO SHOPPING CTR,OUTLET SHOPPES AT EL PASO SHOPPING CTR,420434,420434,G719,1366,HORIZON GROUP PROPERTIES INC-PX,horizon,MISCELLANEOUS RETAIL
2117663,BLUE CROSS OF IDAHO INSURANCE-HEALTH,BLUE CROSS OF IDAHO INSURANCE-HEALTH FLEXI BLUE,957487,957487,B212,2910,BLUE CROSS OF IDAHO INC,bcbs,MEDICAL & DENTAL INSURANCE
2120269,BLUE CROSS & BLUE SHIELD OF MASSACHUSTTS INSURANCE-HEALTH,BLUE CROSS & BLUE SHIELD OF MASSACHUSTTS INSURANCE-HEALTH MEDICARE,957434,957434,B212,2910,BLUE CROSS & BLUE SHIELD MASS INC,bcbs,MEDICAL & DENTAL INSURANCE
10581,BLUE CROSS & BLUE SHIELD INSURANCE-HEALTH,BLUE CROSS & BLUE SHIELD INSURANCE-HEALTH MEDICARE,10593,10593,B212,2910,BLUE CROSS & BLUE SHIELD ASSN,bcbs,MEDICAL & DENTAL INSURANCE
10582,BLUE CROSS & BLUE SHIELD ASSN CORP-GEN,BLUE CROSS & BLUE SHIELD ASSN CORP-GEN,10593,10593,B170,392,BLUE CROSS & BLUE SHIELD ASSN,bcbs,MISC CORPORATE ADVERTISING (NOT ELSE CLASS)
778539,HORIZON SCIENCE ACADEMY ACADEMY,HORIZON SCIENCE ACADEMY ACADEMY,665274,665274,B133,11,HORIZON SCIENCE ACADEMY,horizon,"SCHOOLS & CAMPS, SEMINARS"
778809,NEW HORIZONS RESEARCH CTR,NEW HORIZONS RESEARCH CTR,665469,665469,B119,1246,NEW HORIZONS CLINICAL RESEARCH CTR,horizon,MISCELLANEOUS PROFESSIONAL SERVICES
778810,NEW HORIZONS CREDIT UNION CREDIT UNION,NEW HORIZONS CREDIT UNION CREDIT UNION,665470,665470,B159,414,NEW HORIZONS CREDIT UNION INC,horizon,MISC FINANCIAL INST. SERVICES & PRODUCTS
2123298,PROVENA MEDICAL GROUP MEDICAL SVCS,PROVENA MEDICAL GROUP MEDICAL SVCS,2121587,2121587,D249,961,PRESENCE HEALTH NETWORK,healthnet,"HOSPITALS,PHYSICIANS & MISC.PHYSICAL CULTURE"
2123448,SOUTHEAST COMMUNITY CARE INSURANCE-HEALTH,SOUTHEAST COMMUNITY CARE INSURANCE-HEALTH,13054,13054,B212,2910,HUMANA INC,humana,MEDICAL & DENTAL INSURANCE
780000,HUMANA EMPLOYMENT RECRUITMENT,HUMANA EMPLOYMENT RECRUITMENT,13054,9050,B720,529,HUMANA INC,humana,EMPLOYMENT RECRUITMENT
1667719,NEW HORIZON INSULATORS HOME REPAIR SVCS,NEW HORIZON INSULATORS HOME REPAIR SVCS,1104612,1104612,B111,792,NEW HORIZON INSULATORS INC,horizon,"CONSTRUCTION, ENGINEERING & ARCHIT SRVCS"
1667960,ANTHEM MEDIA BUSINESS SVCS,ANTHEM MEDIA BUSINESS SVCS,1328227,1328227,B119,202,ANTHEM MEDIA LLC,anthem,MISCELLANEOUS PROFESSIONAL SERVICES
781049,BLUE CROSS & BLUE SHIELD EMPLOYMENT RECRUITMENT,BLUE CROSS & BLUE SHIELD EMPLOYMENT RECRUITMENT,10593,10593,B720,529,BLUE CROSS & BLUE SHIELD ASSN,bcbs,EMPLOYMENT RECRUITMENT
1816432,HORIZON COMMUNITY CHURCH RELIGIOUS ORGN,HORIZON COMMUNITY CHURCH RELIGIOUS ORGN,1178867,1178867,B189,1238,HORIZON COMMUNITY CHURCH,horizon,MISCELLANEOUS ORGANIZATION ADVERTISING
1366285,SAINT LUKES MINERS MEMORIAL HOSPITAL HOSPITAL,SAINT LUKES MINERS MEMORIAL HOSPITAL HOSPITAL,381785,381785,D249,801,SAINT LUKES HEALTH NETWORK INC-PH,healthnet,"HOSPITALS,PHYSICIANS & MISC.PHYSICAL CULTURE"
2378258,BLUE CROSS & BLUE SHIELD OF NORTH CAROLN EMPLOYMENT RECRUITMENT,BLUE CROSS & BLUE SHIELD OF NORTH CAROLN EMPLOYMENT RECRUITMENT,957451,957451,B720,529,BLUE CROSS & BLUE SHIELD NORTH CRLN,bcbs,EMPLOYMENT RECRUITMENT
