MarketCode,year_month,AdvParentCode,PCCSubCode,spend_total,units_total,n_spots
100,2009-12,11440,F221,0.00,2,2
101,2009-12,11440,F221,123965.00,111,111
102,2009-12,11440,F221,0.00,2,2
103,2009-12,11440,F221,0.00,2,2
104,2009-12,11440,F221,0.00,2,2
104,2009-12,356825,F224,8790.00,16,16
105,2009-12,11440,F221,0.00,2,2
106,2009-12,11440,F221,0.00,4,4
106,2009-12,356825,F224,9980.00,45,45
107,2009-12,11440,F221,0.00,2,2
108,2009-12,11440,F221,0.00,2,2
109,2009-12,11440,F221,0.00,2,2
110,2009-12,11440,F221,0.00,2,2
111,2009-12,11440,F221,28891.00,55,55
111,2009-12,356825,F224,11839.00,28,28
112,2009-12,11440,F221,0.00,2,2
112,2009-12,356825,F224,3818.00,22,22
113,2009-12,11440,F221,0.00,2,2
114,2009-12,11440,F221,0.00,2,2
114,2009-12,9111,F223,1440.00,13,13
116,2009-12,11440,F221,0.00,2,2
117,2009-12,11440,F221,0.00,2,2
118,2009-12,11440,F221,0.00,2,2
119,2009-12,11440,F221,0.00,2,2
120,2009-12,11440,F221,0.00,2,2
121,2009-12,11440,F221,0.00,2,2
121,2009-12,356825,F224,3359.00,32,32
122,2009-12,11440,F221,0.00,2,2
123,2009-12,11440,F221,0.00,2,2
124,2009-12,11440,F221,0.00,2,2
125,2009-12,14842,F221,70.00,7,7
125,2009-12,14842,F222,413.00,15,15
126,2009-12,11440,F221,0.00,2,2
126,2009-12,9111,F223,1024.00,18,18
127,2009-12,11440,F221,0.00,2,2
128,2009-12,11440,F221,0.00,4,4
128,2009-12,735526,F221,1894.00,5,5
129,2009-12,11440,F221,0.00,2,2
132,2009-12,11440,F221,0.00,4,4
132,2009-12,9111,F223,3688.00,19,19
133,2009-12,11440,F221,0.00,2,2
133,2009-12,356825,F224,1323.00,6,6
134,2009-12,11440,F221,0.00,2,2
135,2009-12,11440,F221,0.00,2,2
136,2009-12,11440,F221,0.00,2,2
137,2009-12,11440,F221,0.00,2,2
138,2009-12,11440,F221,0.00,2,2
138,2009-12,9111,F223,2958.00,23,23
139,2009-12,11440,F221,0.00,4,4
140,2009-12,11440,F221,0.00,1,1
141,2009-12,11440,F221,0.00,2,2
141,2009-12,14842,F222,1015.00,1,1
141,2009-12,606730,F221,204.00,2,2
143,2009-12,11440,F221,0.00,2,2
143,2009-12,356825,F224,1115.00,14,14
144,2009-12,11440,F221,0.00,2,2
145,2009-12,11440,F221,0.00,2,2
147,2009-12,11440,F221,0.00,2,2
148,2009-12,11440,F221,0.00,2,2
149,2009-12,11440,F221,0.00,2,2
150,2009-12,11440,F221,0.00,2,2
151,2009-12,11440,F221,0.00,2,2
153,2009-12,11440,F221,0.00,2,2
155,2009-12,11440,F221,0.00,2,2
155,2009-12,9111,F223,2148.00,26,26
156,2009-12,11440,F221,0.00,2,2
157,2009-12,11440,F221,0.00,2,2
160,2009-12,11440,F221,0.00,2,2
163,2009-12,11440,F221,0.00,2,2
164,2009-12,11440,F221,1551.00,7,7
165,2009-12,11440,F221,0.00,3,3
165,2009-12,11440,F224,0.00,1,1
166,2009-12,11440,F221,0.00,2,2
167,2009-12,11440,F221,0.00,2,2
169,2009-12,11440,F221,0.00,2,2
170,2009-12,11440,F221,0.00,2,2
171,2009-12,11440,F221,0.00,2,2
174,2009-12,11440,F221,0.00,2,2
175,2009-12,11440,F221,0.00,2,2
176,2009-12,11440,F221,0.00,2,2
177,2009-12,11440,F221,0.00,2,2
192,2009-12,11440,F221,0.00,2,2
196,2009-12,11440,F222,81.00,1,1
198,2009-12,11440,F221,542.00,5,5
200,2009-12,14842,F224,52.00,1,1
202,2009-12,11440,F221,0.00,1,1
203,2009-12,11440,F221,0.00,2,2
204,2009-12,11440,F221,0.00,2,2
205,2009-12,14842,F221,162.00,2,2
205,2009-12,14842,F222,243.00,3,3
209,2009-12,11440,F221,0.00,2,2
211,2009-12,11440,F221,0.00,2,2
212,2009-12,11440,F221,0.00,2,2
213,2009-12,11440,F221,0.00,2,2
216,2009-12,11440,F221,0.00,2,2
217,2009-12,11440,F221,0.00,2,2
218,2009-12,11440,F221,0.00,2,2
