MarketCode,year_month,AdvParentCode,PCCSubCode,spend_total,units_total,n_spots
100,2019-12,11440,F221,0.00,1,1
100,2019-12,14842,F221,0.00,2,2
101,2019-12,11440,F221,0.00,4,4
101,2019-12,14842,F221,0.00,7,7
101,2019-12,2531252,F221,0.00,2,2
102,2019-12,11440,F221,0.00,4,4
102,2019-12,14842,F221,0.00,2,2
102,2019-12,2531252,F221,0.00,2,2
103,2019-12,11440,F221,0.00,4,4
103,2019-12,14842,F221,0.00,3,3
103,2019-12,2531252,F221,0.00,1,1
104,2019-12,11440,F221,0.00,5,5
104,2019-12,14842,F221,0.00,4,4
104,2019-12,2531252,F221,0.00,2,2
105,2019-12,11440,F221,0.00,4,4
105,2019-12,14842,F221,0.00,3,3
105,2019-12,2531252,F221,627.00,3,3
106,2019-12,11440,F221,0.00,4,4
106,2019-12,14842,F221,0.00,5,5
106,2019-12,2531252,F221,0.00,2,2
107,2019-12,11440,F221,0.00,4,4
107,2019-12,14842,F221,0.00,4,4
107,2019-12,2531252,F221,0.00,1,1
108,2019-12,11440,F221,0.00,4,4
108,2019-12,14842,F221,0.00,4,4
108,2019-12,2531252,F221,0.00,2,2
109,2019-12,11440,F221,0.00,4,4
109,2019-12,14842,F221,0.00,2,2
109,2019-12,2531252,F221,0.00,2,2
110,2019-12,11440,F221,0.00,8,8
110,2019-12,14842,F221,0.00,12,12
110,2019-12,2531252,F221,0.00,2,2
111,2019-12,11440,F221,0.00,4,4
111,2019-12,14842,F221,0.00,4,4
111,2019-12,2531252,F221,1530.00,3,3
112,2019-12,11440,F221,0.00,4,4
112,2019-12,14842,F221,0.00,3,3
112,2019-12,2531252,F221,258.00,3,3
113,2019-12,11440,F221,0.00,4,4
113,2019-12,14842,F221,0.00,4,4
113,2019-12,2531252,F221,0.00,1,1
114,2019-12,11440,F221,0.00,4,4
114,2019-12,14842,F221,0.00,6,6
114,2019-12,2531252,F221,0.00,1,1
115,2019-12,11440,F221,0.00,4,4
115,2019-12,14842,F221,0.00,4,4
