event_time,coef
-9,-3.7945548141896044
-8,-3.569856671935403
-7,-7.954647436317332
-6,-11.874926707012587
-5,-11.688759098773701
-4,-6.203498489895394
-3,-0.5242370051874014
-2,-2.169115040909463
-1,0.0
0,-1.095983405477858
1,-0.26407275951096254
2,-2.0075267186794115
3,-1.7251586749245096
4,-0.3090959333791577
5,1.0604214218549044
6,-3.042153069683862
7,0.9973894645097747
8,0.7242847632889647
9,0.9456187985478623
10,-1.3276401256316328
