event_time,coef
-9,-0.8832361329542637
-8,-1.2260664586090055
-7,0.960063360758218
-6,0.9530093845228242
-5,-0.806650145041752
-4,0.5793327329112004
-3,1.3776108665222944
-2,0.8698595973949208
-1,0.0
0,-0.22234441454663073
1,-0.04537683044758839
2,0.46777190919958245
3,-1.3596685790201448
4,0.262322588593322
5,0.8412490559327108
6,0.834567352561589
7,0.7407852454551037
8,0.6878994810285122
9,0.9045844187464233
10,0.3575683372717166
