MarketCode,year_month,AdvParentCode,PCCSubCode,spend_total,units_total,n_spots
100,2020-12,1072898,F310,0.00,2,2
100,2020-12,1122372,F310,0.00,10,10
100,2020-12,1810611,F310,0.00,2,2
100,2020-12,514278,F310,0.00,2,2
101,2020-12,1072898,F310,1768.00,116,116
101,2020-12,1122372,F310,0.00,32,32
101,2020-12,1810611,F310,0.00,2,2
101,2020-12,514278,F310,159.00,34,34
102,2020-12,1072898,F310,0.00,3,3
102,2020-12,1122372,F310,0.00,2,2
102,2020-12,1810611,F310,0.00,2,2
102,2020-12,514278,F310,0.00,2,2
103,2020-12,1122372,F310,0.00,6,6
103,2020-12,514278,F310,0.00,1,1
104,2020-12,1072898,F310,0.00,2,2
104,2020-12,1122372,F310,0.00,10,10
104,2020-12,1810611,F310,0.00,2,2
104,2020-12,514278,F310,0.00,2,2
105,2020-12,1072898,F310,0.00,1,1
105,2020-12,1122372,F310,0.00,10,10
105,2020-12,1810611,F310,0.00,2,2
105,2020-12,514278,F310,0.00,2,2
106,2020-12,1072898,F310,628.00,47,47
106,2020-12,1122372,F310,0.00,37,37
106,2020-12,1810611,F310,0.00,4,4
106,2020-12,514278,F310,0.00,2,2
106,2020-12,7824,F310,538.00,1,1
107,2020-12,1072898,F310,0.00,3,3
107,2020-12,1122372,F310,0.00,10,10
107,2020-12,1810611,F310,0.00,2,2
107,2020-12,514278,F310,0.00,2,2
108,2020-12,1072898,F310,0.00,2,2
108,2020-12,1122372,F310,0.00,10,10
108,2020-12,1810611,F310,0.00,2,2
108,2020-12,514278,F310,0.00,2,2
109,2020-12,1072898,F310,0.00,3,3
109,2020-12,1122372,F310,0.00,2,2
109,2020-12,1810611,F310,0.00,2,2
109,2020-12,514278,F310,0.00,1,1
110,2020-12,1072898,F310,0.00,3,3
110,2020-12,1122372,F310,0.00,10,10
110,2020-12,1810611,F310,0.00,2,2
110,2020-12,514278,F310,0.00,1,1
111,2020-12,1072898,F310,0.00,2,2
111,2020-12,1122372,F310,0.00,10,10
111,2020-12,1810611,F310,0.00,2,2
111,2020-12,514278,F310,0.00,2,2
111,2020-12,7824,F310,887.00,1,1
112,2020-12,1072898,F310,0.00,3,3
112,2020-12,1122372,F310,0.00,9,9
112,2020-12,1810611,F310,0.00,2,2
112,2020-12,514278,F310,0.00,2,2
113,2020-12,1072898,F310,0.00,2,2
113,2020-12,1122372,F310,0.00,10,10
113,2020-12,1810611,F310,0.00,2,2
113,2020-12,514278,F310,0.00,1,1
114,2020-12,1072898,F310,0.00,13,13
114,2020-12,1122372,F310,0.00,8,8
